查询M6的三楼105机房的热通道的内存使用率,0
查询M3的三楼100机房的空调配电箱的温湿度,1
查询M3的二楼105机房的热通道的CPU占用率,2
查询M2的三楼105机房的热通道的CPU占用率,3
查询M1的二楼101机房的二次泵的内存使用率,4
查询M4的三楼108机房的热通道的CPU占用率,5
查询M5的二楼106机房的空调配电箱的CPU占用率,6
查询M6的四楼108机房的二次泵的CPU占用率,7
查询M3的二楼104机房的冷通道的CPU占用率,8
查询M1的二楼101机房的空调的内存使用率,9
查询M3的二楼101机房的冷通道的温湿度,10
查询M3的二楼108机房的电池的温湿度,11
查询M1的四楼102机房的冷通道的温湿度,12
查询M6的四楼100机房的列头柜的温湿度,13
查询M2的一楼102机房的二次泵的温湿度,14
查询M4的一楼104机房的空调配电箱的温湿度,15
查询M1的二楼102机房的列头柜的温湿度,16
查询M4的二楼100机房的冷通道的内存使用率,17
查询M3的三楼101机房的电池的内存使用率,18
查询M3的四楼108机房的列头柜的内存使用率,19
查询M3的三楼104机房的空调的内存使用率,20
查询M4的二楼100机房的空调配电箱的内存使用率,21
查询M5的四楼109机房的热通道的CPU占用率,22
查询M1的一楼102机房的热通道的温湿度,23
查询M5的三楼101机房的空调的温湿度,24
查询M1的一楼104机房的二次泵的CPU占用率,25
查询M6的一楼103机房的空调配电箱的内存使用率,26
查询M2的一楼107机房的电池的内存使用率,27
查询M4的三楼100机房的电池的温湿度,28
查询M3的二楼107机房的冷通道的内存使用率,29
查询M6的二楼102机房的电池的CPU占用率,30
查询M4的四楼109机房的空调配电箱的内存使用率,31
查询M1的四楼104机房的空调的温湿度,32
查询M5的三楼101机房的空调配电箱的内存使用率,33
查询M2的四楼105机房的列头柜的CPU占用率,34
查询M4的四楼103机房的列头柜的CPU占用率,35
查询M3的一楼106机房的空调的内存使用率,36
查询M3的一楼108机房的二次泵的内存使用率,37
查询M6的一楼107机房的列头柜的内存使用率,38
查询M4的二楼100机房的电池的温湿度,39
查询M5的四楼104机房的空调的温湿度,40
查询M1的三楼106机房的二次泵的CPU占用率,41
查询M3的四楼101机房的空调的内存使用率,42
查询M2的一楼103机房的列头柜的CPU占用率,43
查询M3的一楼100机房的列头柜的CPU占用率,44
查询M2的四楼104机房的冷通道的温湿度,45
查询M6的三楼109机房的空调配电箱的温湿度,46
查询M3的一楼103机房的列头柜的温湿度,47
查询M4的四楼102机房的热通道的CPU占用率,48
查询M2的一楼104机房的二次泵的温湿度,49
查询M3的三楼102机房的冷通道的CPU占用率,50
查询M5的四楼107机房的冷通道的温湿度,51
查询M5的四楼106机房的空调配电箱的CPU占用率,52
查询M1的一楼105机房的电池的CPU占用率,53
查询M1的三楼100机房的电池的内存使用率,54
查询M2的四楼105机房的列头柜的CPU占用率,34
查询M3的二楼102机房的热通道的内存使用率,55
查询M1的二楼107机房的列头柜的CPU占用率,56
查询M4的二楼105机房的电池的内存使用率,57
查询M4的一楼101机房的电池的CPU占用率,58
查询M2的三楼104机房的空调的内存使用率,59
查询M3的四楼109机房的列头柜的CPU占用率,60
查询M6的三楼103机房的热通道的内存使用率,61
查询M6的四楼106机房的列头柜的温湿度,62
查询M3的二楼102机房的空调的CPU占用率,63
查询M3的三楼104机房的热通道的内存使用率,64
查询M4的一楼109机房的空调的CPU占用率,65
查询M3的三楼109机房的列头柜的内存使用率,66
查询M2的四楼109机房的列头柜的内存使用率,67
查询M1的一楼109机房的二次泵的温湿度,68
查询M1的二楼102机房的电池的内存使用率,69
查询M1的四楼108机房的热通道的内存使用率,70
查询M1的三楼104机房的空调的温湿度,71
查询M2的二楼104机房的空调的温湿度,72
查询M5的二楼106机房的冷通道的温湿度,73
查询M1的一楼101机房的二次泵的CPU占用率,74
查询M3的三楼101机房的二次泵的内存使用率,75
查询M4的四楼102机房的空调的温湿度,76
查询M6的三楼100机房的电池的温湿度,77
查询M1的三楼106机房的空调的温湿度,78
查询M6的三楼109机房的列头柜的内存使用率,79
查询M6的二楼104机房的热通道的CPU占用率,80
查询M4的一楼108机房的电池的温湿度,81
查询M6的一楼101机房的空调的内存使用率,82
查询M6的一楼100机房的空调的CPU占用率,83
查询M3的一楼106机房的空调配电箱的温湿度,84
查询M3的三楼103机房的电池的内存使用率,85
查询M6的二楼108机房的热通道的温湿度,86
查询M1的四楼104机房的冷通道的温湿度,87
查询M2的二楼100机房的空调的内存使用率,88
查询M3的三楼102机房的二次泵的温湿度,89
查询M6的三楼105机房的二次泵的CPU占用率,90
查询M2的三楼109机房的二次泵的内存使用率,91
查询M4的三楼104机房的二次泵的内存使用率,92
查询M5的三楼104机房的列头柜的CPU占用率,93
查询M5的一楼106机房的冷通道的温湿度,94
查询M4的三楼105机房的二次泵的CPU占用率,95
查询M6的四楼105机房的空调的CPU占用率,96
查询M5的一楼106机房的空调配电箱的CPU占用率,97
查询M6的二楼109机房的列头柜的温湿度,98
查询M4的四楼100机房的空调配电箱的温湿度,99
查询M3的四楼109机房的二次泵的CPU占用率,100
查询M2的四楼102机房的空调配电箱的内存使用率,101
查询M4的一楼102机房的热通道的温湿度,102
查询M1的四楼101机房的空调的CPU占用率,103
查询M2的四楼101机房的空调配电箱的内存使用率,104
查询M1的三楼108机房的电池的内存使用率,105
查询M5的四楼104机房的热通道的CPU占用率,106
查询M6的四楼101机房的二次泵的内存使用率,107
查询M5的一楼101机房的空调配电箱的CPU占用率,108
查询M6的一楼100机房的冷通道的温湿度,109
查询M6的三楼107机房的热通道的内存使用率,110
查询M1的二楼102机房的冷通道的内存使用率,111
查询M6的三楼101机房的冷通道的内存使用率,112
查询M3的二楼109机房的二次泵的CPU占用率,113
查询M5的三楼108机房的二次泵的内存使用率,114
查询M3的二楼108机房的二次泵的CPU占用率,115
查询M5的四楼109机房的热通道的内存使用率,116
查询M2的四楼108机房的电池的CPU占用率,117
查询M1的二楼104机房的列头柜的CPU占用率,118
查询M2的四楼107机房的电池的CPU占用率,119
查询M6的三楼103机房的冷通道的温湿度,120
查询M5的三楼101机房的二次泵的CPU占用率,121
查询M6的三楼100机房的空调的内存使用率,122
查询M3的一楼105机房的二次泵的CPU占用率,123
查询M4的二楼100机房的热通道的CPU占用率,124
查询M3的一楼103机房的电池的CPU占用率,125
查询M4的四楼109机房的冷通道的温湿度,126
查询M1的一楼106机房的列头柜的内存使用率,127
查询M6的一楼103机房的列头柜的CPU占用率,128
查询M4的一楼105机房的热通道的温湿度,129
查询M5的一楼107机房的列头柜的CPU占用率,130
查询M6的一楼102机房的电池的内存使用率,131
查询M1的三楼107机房的空调的CPU占用率,132
查询M2的四楼100机房的空调配电箱的温湿度,133
查询M5的四楼106机房的二次泵的温湿度,134
查询M6的四楼104机房的冷通道的内存使用率,135
查询M4的一楼106机房的二次泵的温湿度,136
查询M2的二楼108机房的二次泵的内存使用率,137
查询M6的一楼109机房的冷通道的温湿度,138
查询M5的三楼104机房的冷通道的温湿度,139
查询M2的二楼101机房的二次泵的CPU占用率,140
查询M3的三楼102机房的热通道的内存使用率,141
查询M6的一楼103机房的冷通道的CPU占用率,142
查询M3的三楼108机房的列头柜的温湿度,143
查询M6的一楼106机房的二次泵的温湿度,144
查询M4的三楼108机房的空调配电箱的CPU占用率,145
查询M6的一楼109机房的热通道的CPU占用率,146
查询M2的一楼105机房的冷通道的内存使用率,147
查询M4的二楼100机房的电池的内存使用率,148
查询M4的二楼108机房的二次泵的内存使用率,149
查询M6的四楼106机房的空调的内存使用率,150
查询M4的一楼104机房的二次泵的CPU占用率,151
查询M4的一楼102机房的电池的CPU占用率,152
查询M6的一楼109机房的空调配电箱的内存使用率,153
查询M5的一楼108机房的冷通道的温湿度,154
查询M6的一楼106机房的电池的温湿度,155
查询M6的三楼109机房的二次泵的CPU占用率,156
查询M3的四楼102机房的列头柜的内存使用率,157
查询M3的四楼105机房的空调的温湿度,158
查询M1的一楼105机房的列头柜的温湿度,159
查询M4的二楼105机房的空调配电箱的内存使用率,160
查询M4的四楼108机房的热通道的内存使用率,161
查询M2的一楼101机房的列头柜的温湿度,162
查询M4的二楼105机房的二次泵的内存使用率,163
查询M6的二楼103机房的电池的内存使用率,164
查询M5的四楼108机房的空调配电箱的内存使用率,165
查询M3的一楼108机房的空调配电箱的CPU占用率,166
查询M4的三楼109机房的列头柜的CPU占用率,167
查询M5的一楼107机房的冷通道的温湿度,168
查询M3的三楼102机房的电池的内存使用率,169
查询M1的三楼100机房的空调配电箱的温湿度,170
查询M6的一楼102机房的列头柜的温湿度,171
查询M3的二楼108机房的列头柜的内存使用率,172
查询M6的三楼105机房的空调的温湿度,173
查询M3的四楼102机房的空调的内存使用率,174
查询M5的三楼101机房的空调的内存使用率,175
查询M6的一楼104机房的冷通道的内存使用率,176
查询M2的一楼107机房的电池的内存使用率,27
查询M5的一楼108机房的二次泵的温湿度,177
查询M6的二楼104机房的热通道的CPU占用率,80
查询M5的四楼108机房的电池的CPU占用率,178
查询M3的四楼103机房的电池的CPU占用率,179
查询M1的一楼108机房的空调配电箱的CPU占用率,180
查询M2的二楼107机房的空调的温湿度,181
查询M2的一楼103机房的电池的CPU占用率,182
查询M4的四楼109机房的列头柜的CPU占用率,183
查询M3的一楼101机房的空调的内存使用率,184
查询M5的四楼106机房的空调的CPU占用率,185
查询M1的一楼100机房的冷通道的CPU占用率,186
查询M4的四楼101机房的电池的内存使用率,187
查询M6的四楼101机房的电池的CPU占用率,188
查询M3的三楼109机房的电池的内存使用率,189
查询M3的一楼109机房的列头柜的内存使用率,190
查询M2的三楼105机房的空调配电箱的内存使用率,191
查询M5的四楼101机房的热通道的温湿度,192
查询M3的二楼102机房的二次泵的温湿度,193
查询M5的三楼109机房的空调的CPU占用率,194
查询M5的四楼106机房的冷通道的内存使用率,195
查询M5的三楼104机房的热通道的CPU占用率,196
查询M3的四楼108机房的热通道的CPU占用率,197
查询M5的一楼106机房的二次泵的CPU占用率,198
查询M6的一楼101机房的空调的温湿度,199
查询M6的三楼107机房的二次泵的CPU占用率,200
查询M5的二楼100机房的二次泵的温湿度,201
查询M6的四楼100机房的二次泵的温湿度,202
查询M5的三楼100机房的空调配电箱的CPU占用率,203
查询M5的四楼107机房的冷通道的内存使用率,204
查询M4的四楼107机房的列头柜的内存使用率,205
查询M4的二楼100机房的热通道的温湿度,206
查询M4的三楼106机房的二次泵的温湿度,207
查询M2的一楼107机房的冷通道的CPU占用率,208
查询M4的三楼105机房的空调配电箱的CPU占用率,209
查询M3的三楼109机房的电池的CPU占用率,210
查询M3的二楼104机房的列头柜的温湿度,211
查询M3的一楼104机房的二次泵的温湿度,212
查询M1的一楼108机房的空调配电箱的温湿度,213
查询M6的一楼104机房的列头柜的CPU占用率,214
查询M6的一楼102机房的列头柜的温湿度,171
查询M4的三楼108机房的冷通道的内存使用率,215
查询M5的四楼108机房的热通道的内存使用率,216
查询M2的四楼107机房的电池的CPU占用率,119
查询M6的三楼108机房的空调配电箱的温湿度,217
查询M2的一楼107机房的电池的CPU占用率,218
查询M4的三楼109机房的冷通道的CPU占用率,219
查询M4的四楼104机房的空调配电箱的CPU占用率,220
查询M3的三楼109机房的热通道的CPU占用率,221
查询M5的一楼108机房的列头柜的CPU占用率,222
查询M2的一楼104机房的空调配电箱的温湿度,223
查询M2的三楼102机房的空调的内存使用率,224
查询M1的二楼103机房的热通道的内存使用率,225
查询M2的四楼100机房的列头柜的内存使用率,226
查询M3的一楼102机房的二次泵的温湿度,227
查询M2的一楼102机房的冷通道的内存使用率,228
查询M2的四楼102机房的列头柜的CPU占用率,229
查询M1的一楼102机房的冷通道的内存使用率,230
查询M3的一楼107机房的冷通道的温湿度,231
查询M5的四楼104机房的冷通道的温湿度,232
查询M5的四楼100机房的冷通道的温湿度,233
查询M2的一楼108机房的电池的温湿度,234
查询M3的三楼101机房的列头柜的CPU占用率,235
查询M2的二楼108机房的热通道的内存使用率,236
查询M5的三楼103机房的空调配电箱的内存使用率,237
查询M4的三楼103机房的二次泵的内存使用率,238
查询M1的三楼109机房的电池的内存使用率,239
查询M2的四楼100机房的列头柜的温湿度,240
查询M6的四楼101机房的空调的CPU占用率,241
查询M2的一楼102机房的冷通道的温湿度,242
查询M4的三楼106机房的电池的温湿度,243
查询M6的三楼105机房的冷通道的温湿度,244
查询M2的二楼105机房的空调的温湿度,245
查询M4的三楼108机房的电池的温湿度,246
查询M4的一楼102机房的热通道的内存使用率,247
查询M6的四楼106机房的二次泵的内存使用率,248
查询M5的四楼105机房的二次泵的CPU占用率,249
查询M6的一楼106机房的列头柜的内存使用率,250
查询M1的一楼106机房的电池的内存使用率,251
查询M2的四楼103机房的冷通道的内存使用率,252
查询M4的三楼105机房的空调的温湿度,253
查询M1的三楼100机房的空调的CPU占用率,254
查询M3的一楼100机房的二次泵的内存使用率,255
查询M6的四楼109机房的列头柜的CPU占用率,256
查询M5的二楼105机房的冷通道的温湿度,257
查询M6的二楼100机房的热通道的温湿度,258
查询M5的二楼100机房的热通道的CPU占用率,259
查询M1的二楼103机房的电池的CPU占用率,260
查询M6的三楼108机房的二次泵的内存使用率,261
查询M5的三楼100机房的二次泵的CPU占用率,262
查询M6的一楼102机房的电池的CPU占用率,263
查询M5的一楼101机房的列头柜的CPU占用率,264
查询M4的三楼103机房的列头柜的内存使用率,265
查询M6的一楼103机房的电池的CPU占用率,266
查询M2的三楼101机房的空调配电箱的内存使用率,267
查询M1的一楼108机房的列头柜的内存使用率,268
查询M1的四楼109机房的空调配电箱的内存使用率,269
查询M6的三楼108机房的热通道的内存使用率,270
查询M1的三楼107机房的二次泵的CPU占用率,271
查询M1的二楼103机房的冷通道的内存使用率,272
查询M3的二楼104机房的列头柜的内存使用率,273
查询M4的四楼103机房的冷通道的CPU占用率,274
查询M4的一楼103机房的空调配电箱的内存使用率,275
查询M2的四楼101机房的二次泵的温湿度,276
查询M5的一楼105机房的空调配电箱的CPU占用率,277
查询M2的一楼108机房的冷通道的温湿度,278
查询M2的四楼104机房的热通道的内存使用率,279
查询M4的二楼109机房的二次泵的内存使用率,280
查询M1的三楼107机房的空调的温湿度,281
查询M4的一楼104机房的列头柜的温湿度,282
查询M4的二楼101机房的热通道的CPU占用率,283
查询M6的四楼104机房的空调的温湿度,284
查询M3的一楼107机房的列头柜的温湿度,285
查询M2的一楼103机房的列头柜的CPU占用率,43
查询M1的一楼103机房的冷通道的温湿度,286
查询M2的三楼100机房的电池的内存使用率,287
查询M6的三楼103机房的电池的CPU占用率,288
查询M6的一楼107机房的列头柜的内存使用率,38
查询M3的二楼102机房的列头柜的内存使用率,289
查询M3的二楼105机房的列头柜的CPU占用率,290
查询M2的四楼103机房的空调的温湿度,291
查询M5的四楼105机房的冷通道的内存使用率,292
